Position,Month,Temp (°C),DO (mg/L),FCH₄ nmol/(m⁻²·s⁻¹),FCO₂ nmol/(m⁻²·s⁻¹),Chl a (μg/L),NO₃-N (mg/L),NO₂-N (mg/L),PO₄-P (mg/L),TN (mg/L),TP (mg/L),DOC (ppm),DIC (ppm)
12,2023-11-23,16.7,11.72,0.967626420069494,-402.53259074891,1.7595112,0.053,0.003,0.002,0.641,0.018,4.044,8.3923
13,2023-11-23,16.6,11.16,5.80776223345248,-61.9494638234932,74.20750448,0.632,0.051,0.002,2.34,0.053,2.984,16.7523
14,2023-11-23,15.7,12.34,6.79683442963476,-162.153049964144,62.3024768,0.581,0.054,0.004,2.276,0.059,3.091,16.7001
15,2023-11-23,15.5,12.8,6.8015438247012,-130.200981787137,56.46298912,0.559,0.05,0.0,2.348,0.064,2.994,16.5397
16,2023-11-23,15.6,12.9,5.83596014268374,-142.008363471971,47.88601968,0.56,0.049,0.0,2.237,0.058,3.331,16.6807
1,2023-11-30,12.6,9.47,1.96302024746907,274.822834645669,10.91522192,0.552,0.013,0.012,0.861,0.019,9.514,19.15
2,2023-11-30,11.4,10.08,1.9712986670683,69.9811026809248,12.84791008,0.511,0.014,0.012,0.843,0.017,4.112,18.85
3,2023-11-30,11.2,10.29,0.986342598407396,39.4537039362958,11.59811296,0.485,0.013,0.007,0.871,0.015,4.316,19.01
4,2023-11-30,11.3,10.09,6.90197090877131,100.571576099239,12.2928392,0.66,0.018,0.01,0.948,0.019,4.415,17.81
5,2023-11-30,12.1,10.76,11.7987667459622,-122.903820270439,37.92551536,0.868,0.029,0.01,1.535,0.039,4.123,14.32
6,2023-11-30,12.4,11.37,8.83977818495635,-127.685684893814,44.56387904,0.795,0.029,0.01,1.198,0.046,4.39,21.57
7,2023-11-30,12.6,11.78,5.8890607424072,-210.04316647919,47.75819952,0.766,0.027,0.01,1.33,0.046,4.055,19.21
8,2023-11-30,12.2,11.97,3.93154396855991,-144.484240844577,68.25794944,0.665,0.03,0.01,1.308,0.063,3.739,15.76
9,2023-11-30,11.3,13.34,0.985995844110188,-290.868774012505,4.3928432,0.06,0.001,0.008,0.521,0.028,4.552,9.643
10,2023-11-30,12.5,13.52,0.981853729589158,-270.991629366608,5.08165184,0.049,0.001,0.008,0.533,0.021,5.224,11.96
11,2023-11-30,12.2,13.09,1.96577198427996,-263.413445893514,5.08165184,0.066,0.002,0.008,0.512,0.019,4.832,10.57
12,2023-11-30,12.6,12.3,0.981510123734533,-322.916830708661,3.70403456,0.066,0.001,0.008,0.578,0.019,4.721,12.22
13,2023-11-30,11.7,10.98,8.86150135409614,-270.768096930715,43.18626176,0.697,0.03,0.008,1.37,0.04,3.568,15.56
14,2023-11-30,11.4,11.03,9.85649333534152,838.787582837563,32.65885136,0.732,0.03,0.008,1.159,0.04,4.138,20.29
15,2023-11-30,11.6,11.16,0.9849570425185,-104.405446506961,36.67571824,0.728,0.028,0.008,1.319,0.046,3.057,18.13
16,2023-11-30,11.9,11.6,13.7748859849149,-141.684541559125,39.87003872,0.687,0.027,0.008,1.256,0.042,3.426,20.65
1,2023-12-07,11.9,9.78,2.95176128248177,298.127889530659,12.2928392,0.618,0.014,0.02,1.14,0.037,4.734,32.04
2,2023-12-07,10.9,10.94,2.96215297860035,33.5710670908039,16.1511144,0.64,0.017,0.02,1.438,0.037,3.991,16.41
3,2023-12-07,10.8,11.62,3.95092823183156,-63.214851709305,16.87069456,0.642,0.019,0.016,0.99,0.026,3.566,19.98
4,2023-12-07,10.6,11.7,1.97685651353052,42.5024150409062,10.31162672,0.657,0.019,0.033,1.068,0.046,3.774,15.78
5,2023-12-07,12.0,10.29,3.93430149545352,47.2116179454422,22.8202496,1.036,0.041,0.035,1.543,0.054,4.964,36.44
6,2023-12-07,12.3,11.29,1.96508332707755,-180.787666091134,24.20378448,1.013,0.042,0.016,1.499,0.047,3.739,20.72
7,2023-12-07,12.4,11.06,12.7685684893814,-61.8784472946945,23.51497584,0.996,0.042,0.018,1.424,0.045,4.283,29.23
8,2023-12-07,12.6,12.49,0.0,0.0,18.583248,0.948,0.038,0.018,1.486,0.042,4.214,22.6
9,2023-12-07,12.9,13.07,1.96096149524309,-342.187780919919,2.45423744,0.054,0.001,0.016,0.532,0.02,6.619,16.41
10,2023-12-07,12.9,12.6,0.980480747621545,-151.974515881339,1.63760864,0.049,0.001,0.012,0.545,0.028,6.358,18.93
11,2023-12-07,13.0,12.32,0.980138101894611,-146.040577182297,3.55136048,0.053,0.001,0.014,0.557,0.02,6.407,18.6
12,2023-12-07,13.2,12.63,0.979453528399312,-121.452237521515,3.35016208,0.047,0.001,0.01,0.533,0.017,6.445,16.2
13,2023-12-07,12.4,10.85,7.85758060885009,-84.4689915451385,22.94215216,0.759,0.037,0.012,1.367,0.047,3.537,19.56
14,2023-12-07,12.2,10.83,3.93154396855991,-60.9389315126787,28.65973728,0.773,0.038,0.014,1.392,0.051,4.258,24.03
15,2023-12-07,12.1,10.65,8.84907505947164,-64.8932171027921,12.97573024,0.765,0.035,0.01,1.257,0.045,4.794,28.71
16,2023-12-07,12.3,10.6,1.96508332707755,-69.7604581112529,14.23736256,0.718,0.035,0.012,1.334,0.041,4.448,27.21
1,2023-12-14,13.5,8.03,0.978428459295806,315.05396389325,25.57548416,0.716,0.012,0.002,1.53,0.038,2.901,18.9
2,2023-12-14,11.5,8.18,0.985303066422424,228.590311410002,14.35926512,0.649,0.013,0.002,1.061,0.033,3.238,15.08
3,2023-12-14,11.0,8.31,0.987036839194591,99.6907207586536,14.9261712,0.642,0.014,0.004,1.066,0.032,3.171,16.67
4,2023-12-14,10.9,8.52,0.987384326200116,95.7762796414112,1.9666272,0.686,0.016,0.002,1.029,0.021,3.072,20.2
5,2023-12-14,11.2,9.09,0.986342598407396,106.525000627999,10.34831584,1.038,0.032,0.0,1.542,0.041,3.289,25.71
6,2023-12-14,11.0,9.03,0.987036839194591,53.2999893165079,12.2928392,1.051,0.034,0.002,1.517,0.056,2.636,21.68
7,2023-12-14,10.7,8.08,0.988080034726591,45.4516815974232,22.13735856,0.917,0.033,0.0,1.367,0.036,2.703,15.84
8,2023-12-14,10.6,8.79,0.988428256765261,8.89585431088735,24.19786688,0.97,0.028,0.0,1.425,0.039,2.533,17.15
9,2023-12-14,11.4,9.89,0.985649333534152,-451.427394758642,6.51962864,0.166,0.001,0.0,0.458,0.019,3.21,13.82
10,2023-12-14,11.0,10.09,0.987036839194591,-39.4814735677836,4.15495568,0.174,0.003,0.004,0.422,0.02,4.457,19.78
11,2023-12-14,11.0,10.15,0.987036839194591,-66.1314682260376,3.01522592,0.157,0.003,0.004,0.485,0.017,3.178,11.0
12,2023-12-14,11.1,9.46,0.986689596683,-78.93516773464,2.44831984,0.131,0.004,0.004,0.516,0.034,4.157,15.49
13,2023-12-14,10.6,9.54,0.988428256765261,61.2825519194462,18.24239424,0.753,0.032,0.011,1.387,0.043,2.723,16.06
14,2023-12-14,10.6,9.32,0.988428256765261,56.3404106356199,24.89259312,0.772,0.032,0.009,1.521,0.046,2.57,15.22
15,2023-12-14,10.5,9.58,0.988776724333308,64.270487081665,29.46453088,0.815,0.032,0.006,1.442,0.049,2.523,18.44
16,2023-12-14,10.5,9.58,0.988776724333308,48.4500594923321,26.83119888,0.777,0.032,0.006,1.43,0.044,2.704,18.13
1,2023-12-23,4.3,12.72,2.02174458718431,149.609099451639,4.26502304,1.093,0.021,0.013,1.851,0.024,3.129,21.57
2,2023-12-23,4.3,13.44,1.01087229359215,-38.4131471565018,11.72593312,1.059,0.019,0.012,1.727,0.032,2.459,9.902
3,2023-12-23,4.1,12.73,1.0116015071493,-43.4988648074198,6.45926912,1.035,0.02,0.013,1.798,0.037,2.313,15.83
4,2023-12-23,3.2,13.46,1.01489602987929,-27.4021928067409,6.215464,0.956,0.019,0.009,1.926,0.041,2.516,20.65
5,2023-12-23,3.0,12.45,2.03126212462171,-23.3595144331497,7.0261752,1.085,0.021,0.009,2.099,0.043,2.466,16.45
6,2023-12-23,3.5,12.47,1.01379547390979,32.4414551651132,12.56031472,1.016,0.019,0.009,1.778,0.032,2.791,10.7
7,2023-12-23,3.4,12.74,1.01416206059354,-11.1557826665289,7.0261752,1.054,0.018,0.008,1.962,0.041,2.377,14.44
8,2023-12-23,4.2,14.79,1.01123676890984,27.3033927605656,11.03712448,1.024,0.017,0.006,1.832,0.042,3.772,20.37
9,2023-12-23,3.5,12.22,1.01379547390979,-53.7311601172188,2.44831984,0.203,0.004,0.005,0.553,0.029,3.792,14.33
10,2023-12-23,3.7,12.58,1.01306309502309,-117.515319022679,7.8487216,0.18,0.006,0.005,0.626,0.02,3.372,10.32
11,2023-12-23,4.0,12.82,1.01196650859514,-99.1727178423237,5.6177864,0.131,0.006,0.003,0.547,0.018,5.075,16.7
12,2023-12-23,4.3,11.8,1.01087229359215,-58.6305930283449,3.72770496,0.124,0.005,0.003,0.724,0.024,3.22,11.74
13,2023-12-23,2.9,11.12,1.01599897792843,24.3839754702823,14.9261712,0.867,0.015,0.002,1.688,0.034,2.698,13.63
14,2023-12-23,2.8,10.42,2.03273432039966,30.4910148059949,15.61497984,0.917,0.017,0.0,1.53,0.041,2.427,14.46
15,2023-12-23,2.9,10.45,1.01599897792843,22.3519775144254,12.85974528,0.843,0.015,0.001,1.879,0.041,2.471,13.76
16,2023-12-23,3.2,11.78,1.01489602987929,17.253232507948,10.34831584,0.806,0.016,0.002,1.524,0.046,2.432,12.62
1,2024-01-11,7.0,9.95,3.00338944697993,241.272285574055,4.3928432,1.321,0.018,0.008,1.391,0.025,3.087,27.99
2,2024-01-11,6.7,11.72,1.00220302968427,-18.0396545343169,9.6595072,1.183,0.02,0.008,1.444,0.022,4.886,44.8
3,2024-01-11,6.6,12.01,1.00256127920337,13.0332966296438,6.78828768,1.091,0.019,0.007,1.435,0.027,3.426,25.79
4,2024-01-11,6.3,10.98,1.00363756613757,26.0945767195767,4.95974928,1.032,0.019,0.01,1.278,0.029,4.048,23.94
5,2024-01-11,7.1,11.57,1.00077258825029,187.144474002804,19.50402656,1.45,0.027,0.134,1.573,0.134,2.368,19.53
6,2024-01-11,7.3,11.97,5.00029448844969,30.0017669306981,15.61497984,1.509,0.027,0.061,1.594,0.067,2.51,24.5
7,2024-01-11,7.8,14.43,1.99655823354435,-126.781447830066,16.87069456,1.504,0.026,0.015,1.577,0.033,2.088,15.65
8,2024-01-11,7.9,15.63,0.997923920502199,-63.8671309121407,16.87661216,1.487,0.025,0.01,1.603,0.047,2.211,17.64
9,2024-01-11,7.8,12.49,0.998279116772176,-188.674753069941,4.35615408,0.219,0.004,0.01,0.384,0.025,4.714,22.38
10,2024-01-11,7.3,11.5,1.00005889768994,-188.011072765708,1.7654288,0.22,0.004,0.013,0.399,0.024,3.393,15.27
11,2024-01-11,7.4,11.28,0.99970243399445,-71.9785752476004,1.7595112,0.236,0.003,0.005,0.392,0.02,3.992,15.85
12,2024-01-11,8.1,20.36,0.997214285714286,-100.718642857143,2.32641728,0.236,0.003,0.005,0.418,0.022,2.715,9.783
13,2024-01-11,7.4,12.9,0.99970243399445,98.9705409654506,20.1869176,1.174,0.02,0.003,1.346,0.036,3.967,31.78
14,2024-01-11,7.3,11.85,1.00005889768994,39.0022970099076,20.75382368,1.143,0.019,0.003,1.307,0.039,2.658,19.91
15,2024-01-11,7.3,11.43,1.00005889768994,60.0035338613962,21.32664736,1.169,0.019,0.008,1.43,0.04,2.831,17.12
16,2024-01-11,7.6,13.76,0.998990268413688,44.954562078616,18.24831184,1.175,0.017,0.005,1.45,0.046,2.624,19.85
1,2024-01-18,9.5,8.03,0.995798039613502,561.630094342015,4.14903808,1.484,0.018,0.006,1.743,0.037,2.841,23.91
2,2024-01-18,7.9,8.18,3.98347502548937,288.801939347979,20.31473776,1.065,0.019,0.003,1.305,0.037,2.769,16.06
3,2024-01-18,7.9,8.31,2.99483735031653,288.502664747159,10.34831584,1.159,0.019,0.001,1.35,0.043,2.982,21.94
4,2024-01-18,8.0,8.52,5.99266089933712,217.733346009249,6.33736656,1.057,0.019,0.001,1.172,0.034,5.147,35.65
5,2024-01-18,8.4,9.09,2.0029745963731,306.455113245084,10.34831584,1.419,0.022,0.003,1.484,0.048,4.433,32.08
6,2024-01-18,8.1,9.03,3.00553510831016,146.269375271094,6.33736656,1.249,0.022,0.003,1.422,0.051,2.972,19.32
7,2024-01-18,8.1,8.08,3.00392557504973,175.228991877901,10.22049568,1.377,0.023,0.004,1.479,0.051,3.037,22.89
8,2024-01-18,8.1,8.79,1.00166613520408,136.226594387755,16.17596832,1.34,0.022,0.004,1.439,0.068,2.734,13.63
9,2024-01-18,8.1,9.89,1.00077258825029,291.224823180833,1.07070256,0.209,0.007,0.003,0.304,0.04,3.381,11.0
10,2024-01-18,8.1,10.09,1.00112981565998,143.161563639377,1.07662016,0.201,0.006,0.003,0.297,0.045,4.307,23.16
11,2024-01-18,8.2,10.15,1.00059407012894,77.0457433999287,1.7713464,0.213,0.006,0.001,0.34,0.036,3.213,17.13
12,2024-01-18,7.7,9.46,2.00190234016519,91.0865564775161,1.7595112,0.168,0.006,0.001,0.354,0.035,3.46,14.46
13,2024-01-18,7.6,9.54,2.00011779537987,217.012780798716,8.28188992,1.109,0.018,0.001,1.275,0.036,1.366,14.34
14,2024-01-18,8.1,9.32,5.00207807842238,294.122191011236,12.2869216,1.189,0.016,0.0,1.317,0.039,2.0,16.72
15,2024-01-18,7.7,9.58,3.99952253628724,183.978036669213,10.90338672,1.181,0.015,0.0,1.315,0.031,1.617,21.61
16,2024-01-18,7.5,9.58,5.0011861244141,221.052426699103,12.85382768,1.177,0.015,0.006,1.314,0.029,2.045,16.93
1,2024-01-25,8.2,8.65,1.98454992292335,63.5055975335473,1.19852272,1.526,0.025,0.012,1.912,0.075,1.578,20.74
2,2024-01-25,8.1,8.43,1.9958478410044,98.7944681297177,3.00930832,1.347,0.024,0.01,1.686,0.034,1.68,17.14
3,2024-01-25,8.0,8.51,0.997923920502199,12.9730109665286,2.44831984,1.22,0.023,0.006,1.85,0.031,1.751,20.89
4,2024-01-25,8.6,9.8,0.997568976906075,-40.9003280531491,4.3928432,1.185,0.019,0.005,1.581,0.031,1.795,19.22
5,2024-01-25,8.7,8.41,3.98460689550194,130.495875827689,1.07070256,1.157,0.018,0.008,1.569,0.03,1.742,17.17
6,2024-01-25,8.6,8.79,2.99164285714286,10.9693571428571,1.7595112,1.108,0.018,0.006,1.525,0.031,1.836,18.14
7,2024-01-25,8.0,8.99,3.98885714285714,-62.8245,3.00930832,1.148,0.018,0.006,2.075,0.029,1.962,17.03
8,2024-01-25,9.0,9.64,0.997214285714286,25.9275714285714,3.70403456,1.19,0.016,0.008,1.541,0.03,1.875,16.67
9,2024-01-25,7.1,9.09,0.997214285714286,-46.8690714285714,0.50379648,0.047,0.0,0.004,0.301,0.028,2.904,16.83
10,2024-01-25,8.2,9.13,0.997214285714286,-162.545928571429,0.381893919999999,0.029,0.0,0.004,0.349,0.021,2.989,17.95
11,2024-01-25,7.2,9.59,0.996859846657696,-116.63260205895,5.08756944,0.025,0.001,0.005,0.288,0.022,3.219,19.62
12,2024-01-25,8.1,8.92,3.99453826394364,-62.9139776571124,0.381893919999999,0.023,0.001,0.004,0.284,0.019,3.322,17.88
13,2024-01-25,8.1,9.26,1.99798053682738,103.894987915024,1.07070256,1.025,0.016,0.006,1.458,0.038,1.947,16.11
14,2024-01-25,8.3,8.55,0.997214285714286,109.693571428571,4.96566688,1.063,0.016,0.007,1.491,0.039,1.98,17.45
15,2024-01-25,7.2,7.78,3.99453826394364,156.785626859788,5.64855792,1.078,0.018,0.008,1.496,0.037,2.292,16.81
16,2024-01-25,7.1,10.05,1.99869244865236,37.9751565243949,3.14304608,1.067,0.018,0.008,1.449,0.042,1.887,17.59
1,2024-02-01,6.4,9.68,1.99371969331539,467.52726808246,4.3869256,1.746,0.04,0.008,2.035,0.046,1.53,18.33
2,2024-02-01,5.9,10.77,1.99442857142857,259.275714285714,8.97069856,1.587,0.037,0.007,1.815,0.045,1.93,14.98
3,2024-02-01,5.8,11.51,1.99513795381215,327.202624425192,7.0202576,1.669,0.039,0.007,1.786,0.035,1.496,18.9
4,2024-02-01,5.7,11.7,1.99088921282799,289.674380466472,4.3928432,1.67,0.039,0.006,1.794,0.037,1.697,18.33
5,2024-02-01,5.6,10.44,2.9852742720292,336.340901315289,5.08756944,1.603,0.033,0.008,1.718,0.081,2.057,17.59
6,2024-02-01,5.8,10.24,3.98177842565598,353.382835276968,9.6595072,1.588,0.037,0.006,1.674,0.087,2.048,18.43
7,2024-02-01,6.2,11.01,4.98784488453037,351.144279870938,7.14807776,1.533,0.031,0.008,1.78,0.097,2.181,19.27
8,2024-02-01,6.3,12.65,10.9343671679198,26.8389012303486,7.0261752,1.479,0.023,0.007,1.672,0.09,1.982,19.92
9,2024-02-01,6.5,13.04,4.00309035300115,263.203190709825,7.71498384,0.166,0.0,0.006,0.328,0.05,3.018,17.06
10,2024-02-01,6.6,12.1,3.98743938663079,343.916647096905,2.7714208,0.173,0.0,0.006,0.418,0.046,3.46,13.55
11,2024-02-01,6.7,12.32,2.00083123136895,168.069823434992,2.32641728,0.201,0.0,0.006,0.416,0.041,3.128,15.71
12,2024-02-01,6.2,12.63,0.997214285714286,329.080714285714,2.45423744,0.194,0.0,0.006,0.492,0.043,3.126,16.43
13,2024-02-01,5.7,9.61,2.99164285714286,182.490214285714,1.7595112,1.425,0.015,0.005,1.603,0.072,1.203,17.08
14,2024-02-01,5.5,10.25,5.97903395680532,236.17184129381,12.2928392,1.452,0.015,0.005,1.633,0.079,1.852,16.72
15,2024-02-01,5.5,10.6,9.00374054116029,401.166661889475,11.72593312,1.447,0.015,0.004,1.579,0.083,1.509,13.44
16,2024-02-01,5.7,9.6,11.0084984707532,409.315988594367,9.09851872,1.371,0.018,0.004,1.534,0.081,1.925,14.49
1,2024-02-09,9.7,9.56,3.0098356414646,488.59665246442,12.98164784,1.58,0.032,0.002,1.78,0.028,2.068,17.09
2,2024-02-09,10.3,10.02,3.01522864566002,113.573612319861,4.3928432,1.444,0.032,0.002,1.603,0.024,1.838,19.75
3,2024-02-09,10.5,11.01,3.01630956648657,60.3261913297314,4.52066336,1.403,0.031,0.002,1.563,0.021,1.96,15.96
4,2024-02-09,10.5,11.02,2.01159417505571,15.0869563129179,3.70403456,1.362,0.028,0.002,1.497,0.023,1.915,16.82
5,2024-02-09,9.7,9.4,5.03078955797566,133.819002242152,4.95974928,1.296,0.02,0.002,1.401,0.023,1.851,19.72
6,2024-02-09,10.07,10.1,2.01087304432438,-15.0815478324329,9.53760464,1.25,0.023,0.002,1.28,0.022,1.809,16.69
7,2024-02-09,10.07,11.01,1.00399684215909,-45.1798578971592,8.40379248,1.235,0.022,0.003,1.506,0.024,1.792,16.69
8,2024-02-09,10.07,11.45,1.00363756613757,-50.1818783068783,12.85974528,1.259,0.021,0.002,1.499,0.029,1.843,17.13
9,2024-02-09,10.07,12.45,1.00291978493525,16.046716558964,1.7595112,0.043,0.002,0.002,0.253,0.016,3.302,15.57
10,2024-02-09,10.07,11.75,1.00256127920337,-22.0563481424741,1.7595112,0.055,0.002,0.002,0.254,0.014,3.143,18.49
11,2024-02-09,10.07,11.21,1.00220302968427,-43.0947302764236,1.19260512,0.06,0.002,0.001,0.232,0.02,3.332,20.22
12,2024-02-09,10.07,11.68,1.00399684215909,-9.03597157943185,2.45423744,0.055,0.003,0.002,0.3,0.018,3.095,19.59
13,2024-02-09,10.07,9.62,3.01739126258357,42.24347767617,6.33736656,1.121,0.012,0.002,1.406,0.029,1.942,18.21
14,2024-02-09,10.07,10.22,4.02607597857015,50.3259497321269,7.58716368,1.161,0.014,0.002,1.302,0.023,2.066,19.58
15,2024-02-09,10.07,10.61,3.01955698392761,-23.1499368767783,7.0261752,1.115,0.014,0.002,1.248,0.027,1.8,18.88
16,2024-02-09,10.1,9.63,8.04637670022286,-63.365216514255,6.33736656,1.122,0.015,0.002,1.285,0.027,1.81,18.8
1,2024-02-15,4.1,9.85,0.991573335185232,311.354027248163,14.9202536,1.334,0.03,0.002,1.542,0.028,1.619,13.23
2,2024-02-15,4.2,10.49,0.989474397096994,285.958100761031,13.18876384,1.082,0.023,0.0,1.29,0.03,2.021,20.22
3,2024-02-15,4.2,9.55,5.93266034599985,520.09655699932,14.9202536,1.061,0.021,0.0,1.255,0.026,2.078,15.29
4,2024-02-15,4.3,9.8,5.93266034599985,342.116746619325,16.17596832,1.05,0.02,0.001,1.201,0.028,2.271,20.26
5,2024-02-15,5.9,9.04,5.94944001111139,433.317547475946,4.3928432,1.621,0.036,0.004,1.787,0.041,1.941,19.47
6,2024-02-15,6.1,8.83,6.93194557234659,318.869496327943,5.08165184,1.706,0.037,0.007,1.897,0.041,2.275,13.73
7,2024-02-15,6.1,8.31,8.9125014501599,242.618095032131,7.0261752,1.706,0.039,0.007,1.889,0.035,1.99,16.99
8,2024-02-15,6.4,10.08,8.9125014501599,389.179229990316,7.71498384,1.782,0.039,0.01,1.977,0.032,1.984,14.08
9,2024-02-15,5.5,7.11,0.990277938906655,77.7368182041724,3.70403456,0.248,0.004,0.004,0.336,0.024,3.404,17.24
10,2024-02-15,5.9,6.5,0.990277938906655,57.9312594260393,3.70403456,0.217,0.004,0.004,0.325,0.017,2.525,14.69
11,2024-02-15,5.6,6.8,0.990277938906655,52.4847307620527,3.70403456,0.189,0.004,0.002,0.328,0.017,3.018,12.48
12,2024-02-15,5.6,7.09,0.990277938906655,49.0187579758794,15.42443312,0.191,0.004,0.002,0.305,0.015,3.025,19.16
13,2024-02-15,5.5,9.23,1.98055587781331,6.93194557234659,6.90427264,1.36,0.013,0.002,1.415,0.021,1.801,18.16
14,2024-02-15,5.4,9.48,2.47569484726664,44.0673682813462,6.33736656,1.348,0.013,0.002,1.422,0.032,2.073,19.01
15,2024-02-15,5.5,9.21,2.47569484726664,23.2715315643064,13.54263632,1.31,0.012,0.002,1.477,0.029,2.03,16.99
16,2024-02-15,5.6,9.95,4.9508652755012,-14.8525958265036,8.27597232,1.313,0.012,0.001,1.363,0.029,2.526,19.2
1,2024-02-23,4.1,9.85,1.0116015071493,283.248422001803,7.0261752,1.494,0.034,0.006,1.945,0.024,2.339,20.47
2,2024-02-23,4.2,10.49,5.05618384454918,268.988980530016,10.34239824,1.384,0.034,0.006,1.78,0.027,1.989,20.3
3,2024-02-23,4.2,9.55,3.03371030672951,177.977671328131,11.03712448,1.362,0.033,0.008,1.87,0.023,2.01,17.72
4,2024-02-23,4.3,9.8,2.02174458718431,203.185331012023,12.15910144,1.362,0.034,0.005,1.798,0.022,2.385,19.61
5,2024-02-23,5.9,9.04,3.01522864566002,272.375654324622,3.82593712,2.421,0.057,0.037,3.459,0.04,2.304,23.43
6,2024-02-23,6.1,8.83,2.00871275099118,162.705732830285,4.3928432,2.447,0.058,0.037,3.361,0.041,2.3,22.92
7,2024-02-23,6.1,8.31,2.00871275099118,75.3267281621691,4.26502304,2.403,0.056,0.04,3.216,0.045,2.056,18.86
8,2024-02-23,6.4,10.08,2.00655709430973,84.2753979610088,7.0261752,2.423,0.056,0.041,3.233,0.049,3.334,23.27
9,2024-02-23,5.5,7.11,1.00651899464254,141.919178244598,6.215464,0.02,0.003,0.003,0.347,0.022,3.394,23.68
10,2024-02-23,5.9,6.5,1.00507621522001,139.705593915581,1.7595112,0.097,0.004,0.003,0.398,0.017,2.587,16.79
11,2024-02-23,5.6,6.8,1.00615791159513,149.917528827675,3.01522592,0.083,0.004,0.003,0.423,0.017,3.303,22.57
12,2024-02-23,5.6,7.09,1.00615791159513,108.665054452274,4.27094064,0.066,0.004,0.003,0.339,0.02,3.323,20.2
13,2024-02-23,5.5,9.23,1.00651899464254,-28.182531849991,12.2869216,1.107,0.016,0.006,1.432,0.021,1.955,16.82
14,2024-02-23,5.4,9.48,1.006880336949,39.2683331410109,14.23144496,1.122,0.016,0.006,1.436,0.021,1.793,21.33
15,2024-02-23,5.5,9.21,2.01303798928507,70.4563296249776,18.80338272,1.16,0.018,0.006,1.427,0.022,1.829,19.04
16,2024-02-23,5.6,9.95,2.01231582319026,33.2032110826393,14.23144496,1.18,0.016,0.006,1.488,0.026,1.752,17.53
